Unnamed: 0,MSSubClass,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1143,20,1978.5061638868744,9000,1,1,10,1,5,3,1959,1959,1,1,3,5,2,0.0,2,2,1,1,288,718,1006,1006,0,1006,1,0,3,1,2,5,1,0,5,1978.5061638868744,4,0,0,4,3,1,0,24,0,0,0,0,0,7,2008,1,1,80000
1144,190,60.0,12180,1,1,16,2,4,4,1941,1950,1,1,2,2,2,0.0,3,1,1,1,348,324,672,672,252,924,1,0,2,1,4,5,1,0,2,1941.0,2,1,280,1,1,1,0,0,0,0,0,0,0,7,2010,1,1,80000
1145,50,52.0,6240,1,1,9,1,5,6,1928,1950,1,1,2,2,2,0.0,3,2,1,1,0,1042,1042,1042,534,1576,1,0,3,1,2,8,1,1,2,1928.0,2,1,225,1,1,1,0,0,0,0,0,0,0,8,2006,1,6,149000
1146,20,1978.5061638868744,11200,1,1,13,1,6,5,1985,1985,1,1,3,3,1,85.0,2,1,1,1,1258,40,1298,1298,0,1298,2,0,3,1,1,5,1,1,1,1985.0,2,2,403,1,1,1,165,26,0,0,0,0,0,5,2006,1,1,180000
1147,70,75.0,12000,1,1,3,1,7,7,1941,1950,1,1,2,2,2,0.0,2,2,1,1,275,429,704,860,704,1564,1,1,3,1,4,7,1,1,1,1941.0,2,1,234,1,1,1,0,0,0,0,0,0,0,7,2009,1,1,174500
1148,50,1978.5061638868744,5700,1,1,8,1,7,7,1926,1950,1,1,3,6,2,0.0,1,2,1,1,0,572,572,572,539,1111,1,0,2,1,2,5,1,1,2,1982.0,2,1,288,1,1,1,0,0,176,0,0,0,0,8,2008,1,1,116900
1149,70,50.0,9000,1,1,8,1,7,9,1920,1988,2,1,1,1,2,0.0,1,2,1,1,624,26,650,832,650,1482,1,0,3,1,2,7,1,0,2,1930.0,2,2,324,1,1,1,0,0,0,0,0,0,0,7,2009,1,1,143000
1150,20,57.0,8280,2,1,12,1,6,5,1950,1950,1,1,5,8,2,0.0,2,2,1,1,0,932,932,932,0,932,1,0,2,1,1,4,1,1,1,1950.0,2,1,306,1,1,1,0,0,214,0,0,0,0,11,2007,1,1,124000
1151,20,134.0,17755,1,1,16,1,5,4,1959,1959,1,1,4,5,1,132.0,2,2,1,1,176,1290,1466,1466,0,1466,1,1,3,1,4,6,1,2,1,1959.0,3,2,528,1,1,1,0,140,0,0,100,0,0,11,2006,1,1,149900
1152,20,90.0,14115,2,1,3,1,6,7,1956,2004,1,1,13,14,2,0.0,1,2,1,1,296,230,1073,1811,0,1811,1,0,2,1,3,6,1,1,1,1956.0,3,2,470,1,1,1,0,0,280,0,0,0,0,7,2006,1,2,230000
1153,30,1978.5061638868744,5890,1,3,14,1,6,8,1930,2007,1,1,3,6,2,0.0,3,2,1,4,538,278,816,816,0,816,1,0,2,1,2,5,1,0,2,2002.0,2,1,432,1,1,1,0,0,96,0,0,0,0,6,2008,1,1,120500
1154,60,1978.5061638868744,13700,2,1,12,1,7,6,1965,1988,1,1,1,1,3,288.0,2,2,1,2,454,410,864,902,918,1820,1,2,4,1,1,8,1,2,1,1965.0,2,2,492,1,1,1,60,84,0,0,273,0,0,5,2008,1,1,201800
1155,20,90.0,10768,2,3,2,1,5,8,1976,2004,1,1,8,5,2,0.0,2,1,1,2,1157,280,1437,1437,0,1437,2,0,3,1,1,6,1,1,1,1976.0,1,2,528,1,1,1,0,21,0,0,180,0,0,7,2007,1,1,218000
1156,80,85.0,9350,1,1,12,1,5,8,1965,1999,1,1,5,8,2,0.0,1,2,1,2,633,586,1219,1265,0,1265,2,0,3,1,1,6,1,1,1,1965.0,1,2,502,1,1,1,0,92,0,96,0,0,0,10,2008,1,1,179900
1157,120,34.0,5001,2,1,11,5,7,5,2007,2008,1,1,1,1,3,166.0,1,1,1,1,904,410,1314,1314,0,1314,2,0,2,1,1,6,1,1,1,2008.0,1,2,626,1,1,1,172,62,0,0,0,0,0,7,2009,1,1,230000
1158,20,92.0,11932,1,2,6,1,8,5,2007,2008,1,1,1,1,3,186.0,1,1,1,1,0,1580,1580,1580,0,1580,2,0,3,1,1,7,1,0,1,2008.0,1,3,830,1,1,1,0,24,0,0,0,0,0,6,2008,4,3,235128
1159,60,76.0,9120,1,1,7,1,6,6,1974,1974,2,1,4,4,1,270.0,2,2,1,1,442,459,901,943,933,1876,2,1,4,1,1,8,1,1,1,1974.0,1,2,540,3,1,1,0,69,0,0,0,0,0,7,2008,1,1,185000
1160,160,24.0,2280,1,1,21,5,6,5,1978,1978,1,1,8,11,2,0.0,2,1,1,1,311,544,855,855,601,1456,2,1,3,1,2,7,1,1,1,1978.0,2,2,440,1,1,1,26,0,0,0,0,0,0,7,2010,1,1,146000
1161,20,1978.5061638868744,14778,2,4,3,1,6,7,1954,2006,2,1,4,4,1,72.0,2,2,1,1,728,568,1296,1640,0,1640,1,0,3,1,1,7,1,1,2,1993.0,2,2,924,1,1,1,108,0,0,216,0,0,0,11,2008,1,1,224000
1162,20,109.0,8724,1,1,10,1,5,5,1968,1968,1,1,1,1,2,0.0,2,1,1,1,492,402,894,894,0,894,1,0,3,1,2,5,1,1,1,1968.0,3,2,450,1,1,1,0,0,0,0,0,0,0,5,2007,1,1,129000
1163,90,60.0,12900,1,1,10,3,4,4,1969,1969,1,1,8,5,2,0.0,2,1,1,4,1198,0,1198,1258,0,1258,0,2,0,2,2,6,1,0,4,1969.0,2,2,400,2,1,1,120,0,0,0,0,0,0,1,2008,1,5,108959
1164,80,1978.5061638868744,16157,2,2,2,1,5,7,1978,1978,1,1,8,5,2,0.0,1,1,1,2,680,289,1360,1432,0,1432,1,1,2,1,1,5,1,1,1,1978.0,2,2,588,1,1,1,168,180,0,0,0,0,0,6,2007,1,1,194000
1165,20,79.0,9541,2,1,11,1,7,5,2009,2009,1,1,1,1,3,268.0,1,1,1,1,0,1502,1502,1502,0,1502,2,0,3,1,1,7,1,0,1,2009.0,1,2,644,1,1,1,0,114,0,0,0,0,0,9,2009,2,3,233170
1166,20,64.0,10475,2,3,1,1,8,5,2008,2008,1,1,1,1,3,72.0,1,1,1,4,0,1694,1694,1694,0,1694,2,0,3,1,1,7,1,0,1,2008.0,1,3,776,1,1,1,160,33,0,0,0,0,0,2,2010,1,1,245350
1167,60,58.0,10852,2,1,18,1,6,5,2000,2000,1,1,1,1,2,0.0,1,1,1,1,786,173,959,959,712,1671,2,1,3,1,2,7,1,1,1,2000.0,3,2,472,1,1,1,0,38,0,0,0,0,0,2,2006,1,1,173000
1168,70,120.0,13728,1,3,16,1,6,7,1935,1986,2,1,10,9,2,0.0,2,2,1,1,626,501,1127,1236,872,2108,2,0,4,1,1,7,1,2,6,1935.0,2,2,540,1,1,1,0,0,0,0,90,0,0,7,2008,1,1,235000
1169,60,118.0,35760,2,4,4,1,10,5,1995,1996,2,1,4,4,1,1378.0,1,3,1,2,1387,543,1930,1831,1796,3627,3,1,4,1,1,10,1,1,1,1995.0,3,3,807,1,1,1,361,76,0,0,0,0,0,7,2006,1,1,625000
1170,80,76.0,9880,1,1,5,1,6,6,1977,1977,1,1,8,5,2,0.0,2,2,1,4,522,574,1096,1118,0,1118,1,0,3,1,2,6,1,1,1,1977.0,3,1,358,1,1,1,203,0,0,0,0,576,0,7,2008,1,1,171000
1171,20,76.0,9120,1,1,12,1,6,6,1958,1958,2,1,2,2,2,0.0,2,2,1,1,662,599,1261,1261,0,1261,1,0,3,1,2,6,1,1,1,1958.0,1,2,433,1,1,1,0,0,0,0,288,0,1400,11,2008,1,1,163000
1172,160,35.0,4017,2,1,6,4,7,5,2006,2007,1,1,2,2,2,0.0,1,1,1,1,0,625,625,625,625,1250,2,1,2,1,1,5,1,0,2,2006.0,3,2,625,1,1,1,0,54,0,0,0,0,0,3,2008,1,1,171900
1173,50,138.0,18030,2,1,20,1,5,6,1946,1994,1,1,2,2,2,0.0,2,2,1,1,152,977,1598,1636,971,3086,3,0,3,1,3,12,3,1,5,1978.5061638868744,4,0,0,4,3,1,122,0,0,0,0,0,0,3,2007,1,1,200500
1174,70,80.0,16560,2,1,3,1,6,8,1932,1950,1,1,3,6,2,0.0,3,1,1,1,503,449,952,1170,1175,2345,2,1,4,1,2,9,1,1,2,1932.0,2,2,360,1,1,1,0,0,0,0,0,0,0,7,2006,1,1,239000
1175,50,85.0,10678,1,1,4,1,8,5,1992,2000,2,1,4,4,1,337.0,1,1,1,1,700,983,1683,2129,743,2872,2,1,4,1,1,9,1,1,1,1992.0,3,2,541,1,1,1,0,33,0,0,0,0,0,4,2007,1,1,285000
1176,20,37.0,6951,2,4,5,1,5,5,1984,1985,1,1,4,5,2,0.0,2,2,1,1,658,218,876,923,0,923,1,0,3,1,2,5,1,0,1,1984.0,2,1,264,1,1,1,362,0,0,0,0,0,0,10,2008,1,1,119500
1177,50,1978.5061638868744,3950,1,1,8,1,6,8,1926,2004,1,1,2,2,2,0.0,2,2,1,1,468,350,818,818,406,1224,1,0,3,1,2,5,1,0,2,1926.0,2,1,210,1,1,2,0,0,116,0,0,0,0,12,2009,1,1,115000
1178,50,54.0,7681,2,2,3,1,5,6,1921,1950,1,1,3,6,2,0.0,3,2,1,1,0,731,731,820,523,1343,1,1,3,1,2,7,1,1,2,1921.0,2,1,186,2,1,1,192,0,102,0,0,0,0,7,2009,1,1,154900
1179,20,77.0,8335,1,3,16,1,5,5,1954,1954,1,1,3,6,2,0.0,5,4,3,5,0,0,0,1124,0,1124,1,0,3,1,2,5,4,1,5,1978.5061638868744,4,0,0,4,3,2,0,36,190,0,0,0,0,4,2006,1,1,93000
1180,60,1978.5061638868744,11170,3,3,17,1,7,5,1990,1991,1,1,2,2,2,0.0,4,1,1,1,1216,0,1216,1298,1216,2514,2,1,4,1,2,8,1,0,1,1990.0,3,2,693,1,1,1,0,0,0,0,0,0,0,4,2006,1,1,250000
1181,120,64.0,5587,2,1,3,4,8,5,2008,2008,2,1,7,7,3,186.0,1,3,1,2,1480,120,1600,1652,0,1652,2,0,2,1,1,5,1,1,1,2008.0,3,2,482,1,1,1,162,53,0,153,0,0,0,11,2008,2,3,392500
1182,60,160.0,15623,2,3,4,1,10,5,1996,1996,2,1,3,12,2,0.0,1,3,1,4,2096,300,2396,2411,2065,4476,3,1,4,1,3,10,1,2,1,1996.0,3,3,813,1,1,1,171,78,0,0,0,555,0,7,2007,1,2,745000
1183,30,60.0,10800,1,1,8,1,5,6,1920,1950,2,1,10,9,2,0.0,3,2,1,1,821,299,1120,1130,0,1130,1,0,2,1,2,5,1,1,2,1970.0,2,2,720,1,1,1,229,0,0,0,0,0,0,6,2006,1,1,120000
1184,20,50.0,35133,1,1,17,1,5,4,1963,1963,2,1,2,2,1,226.0,2,2,1,2,1159,413,1572,1572,0,1572,1,1,3,1,2,5,1,2,7,1963.0,1,3,995,1,1,1,0,263,0,0,263,0,0,5,2007,1,1,186700
1185,50,60.0,9738,1,1,16,1,5,7,1924,1950,1,1,9,10,2,0.0,3,2,1,1,392,392,784,949,272,1221,1,0,4,1,2,7,1,0,1,1965.0,2,1,392,1,1,1,0,0,236,0,0,0,0,3,2006,1,1,104900
1186,190,107.0,10615,2,3,8,2,3,5,1900,1970,1,1,4,4,2,0.0,2,5,1,3,440,538,978,1014,685,1699,2,0,3,2,2,7,1,0,4,1920.0,2,2,420,2,2,1,0,74,0,0,0,0,0,8,2009,1,2,95000
1187,20,89.0,12461,1,3,4,1,8,5,1994,1995,1,1,14,12,2,0.0,1,1,1,1,1456,168,1624,1624,0,1624,2,0,2,1,1,5,1,1,1,1994.0,1,3,757,1,1,1,0,114,192,0,0,0,0,7,2006,1,1,262000
1188,60,68.0,8935,2,1,1,1,7,5,2002,2002,1,1,1,1,1,95.0,1,1,1,1,0,831,831,831,829,1660,2,1,3,1,1,7,1,0,1,2002.0,1,2,493,1,1,1,144,68,0,0,0,0,0,7,2009,1,1,195000
1189,60,60.0,7500,1,1,18,1,7,5,1999,1999,1,1,1,1,2,0.0,1,2,1,1,0,994,994,1028,776,1804,2,1,3,1,1,7,1,1,1,1999.0,3,2,442,1,1,1,140,60,0,0,0,0,0,6,2010,1,1,189000
1190,190,1978.5061638868744,32463,1,1,5,2,4,4,1961,1975,1,1,2,2,3,149.0,2,2,1,4,1159,90,1249,1622,0,1622,1,0,3,1,2,7,1,1,7,1975.0,3,4,1356,1,1,1,439,0,0,0,0,0,0,3,2007,1,1,168000
1191,160,24.0,2645,1,1,6,5,8,5,1999,2000,1,1,2,2,1,456.0,1,1,1,1,0,776,776,764,677,1441,2,1,2,1,1,5,1,0,2,1999.0,2,2,492,1,1,1,206,0,0,0,0,0,0,11,2007,1,1,174000
1192,50,60.0,9600,1,1,8,1,5,8,1925,1994,3,1,1,1,2,0.0,1,2,1,3,0,702,702,842,630,1472,1,0,3,1,1,6,1,0,2,1925.0,2,1,250,1,2,3,0,0,84,0,0,0,0,7,2007,1,1,125000
1193,120,1978.5061638868744,4500,1,2,5,4,6,5,1999,1999,2,1,1,1,1,425.0,1,3,1,1,883,341,1224,1224,0,1224,2,0,2,1,2,5,1,0,1,1999.0,3,2,402,1,1,1,0,304,0,0,0,0,0,6,2009,1,1,165000
1194,60,80.0,9364,1,3,10,1,6,7,1969,1969,1,1,4,4,3,143.0,2,2,1,1,371,292,663,663,689,1352,1,1,4,1,2,7,1,0,1,1969.0,3,1,299,1,1,1,379,36,0,0,0,0,0,3,2010,1,1,158000
1195,60,51.0,8029,2,1,18,1,6,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,0,728,728,728,728,1456,2,1,3,1,1,8,1,0,1,2005.0,3,2,400,1,1,1,100,24,0,0,0,0,0,7,2008,1,1,176000
1196,60,58.0,14054,2,1,18,1,7,5,2006,2006,1,1,1,1,2,0.0,1,1,1,4,0,879,879,879,984,1863,2,1,4,1,1,9,1,1,3,2006.0,3,3,660,1,1,1,100,17,0,0,0,0,0,11,2006,2,3,219210
1197,75,65.0,8850,2,3,8,1,7,6,1916,1950,1,1,2,2,2,0.0,3,2,1,1,0,815,815,815,875,1690,1,0,3,1,2,7,1,1,2,1916.0,2,1,225,1,1,1,0,0,330,0,0,0,0,7,2006,7,1,144000
1198,20,70.0,9100,1,1,1,1,7,5,2001,2001,1,1,1,1,2,0.0,1,1,1,1,0,1212,1212,1212,0,1212,2,0,3,1,1,6,1,0,1,2001.0,1,2,573,1,1,1,356,0,0,0,0,0,0,6,2009,1,1,178000
1199,20,75.0,11235,1,1,10,1,4,5,1963,1979,1,1,4,4,1,51.0,2,2,1,1,547,504,1051,1382,0,1382,1,1,3,1,2,6,1,1,1,1974.0,2,2,459,1,1,1,0,82,0,0,0,0,0,10,2006,1,1,148000
1200,20,71.0,9353,1,1,12,1,4,5,1970,1970,1,1,2,2,2,0.0,2,2,1,1,0,864,864,864,0,864,1,0,3,1,2,5,1,0,1,1972.0,2,1,280,1,1,1,0,0,0,0,0,0,0,7,2006,9,2,116050
1201,60,80.0,10400,1,3,1,1,7,5,1998,1998,1,1,1,1,2,0.0,1,1,1,4,0,866,866,866,913,1779,2,1,3,1,1,6,1,0,1,1998.0,1,2,546,1,1,1,198,36,0,0,0,0,0,3,2009,1,1,197900
1202,50,50.0,6000,1,3,9,1,5,8,1925,1997,1,1,3,6,2,0.0,3,2,1,1,0,884,884,884,464,1348,1,0,3,1,2,5,1,1,2,1960.0,2,1,216,1,1,2,0,0,208,0,0,0,0,5,2009,1,1,117000
1203,20,75.0,9750,1,1,1,1,7,5,2000,2001,1,1,1,1,1,171.0,1,1,1,1,0,1630,1630,1630,0,1630,2,0,3,1,1,6,1,1,1,2000.0,2,2,451,1,1,1,74,234,0,0,0,0,0,10,2009,1,1,213000
1204,20,78.0,10140,1,1,7,1,5,6,1975,1975,1,1,4,4,2,0.0,2,1,1,1,788,268,1056,1074,0,1074,1,1,3,1,2,6,1,0,1,1975.0,1,2,495,1,1,1,0,88,0,0,0,0,0,7,2006,1,1,153500
1205,20,90.0,14684,2,4,13,1,7,7,1990,1991,2,1,4,4,1,234.0,2,1,1,3,485,1496,2158,2196,0,2196,2,0,3,1,1,7,1,1,1,1990.0,1,3,701,1,1,1,84,70,0,0,0,0,0,6,2009,1,1,271900
1206,20,1978.5061638868744,8900,1,1,13,1,4,4,1966,1966,1,1,4,4,2,0.0,2,2,1,1,1056,0,1056,1056,0,1056,1,0,2,1,2,5,1,0,2,1966.0,2,1,384,1,1,1,0,42,0,0,0,0,0,11,2006,1,1,107000
1207,20,70.0,9135,1,1,1,1,6,5,2003,2003,1,1,1,1,1,120.0,1,1,1,4,340,1342,1682,1700,0,1700,2,0,3,1,1,7,1,0,1,2003.0,1,2,544,1,1,1,192,23,0,0,0,0,0,5,2006,1,1,200000
1208,20,70.0,7763,1,1,12,1,5,7,1962,1980,1,1,2,2,2,0.0,2,2,1,1,504,319,931,1283,0,1283,1,0,3,1,2,6,1,0,2,1980.0,2,2,506,1,1,1,0,0,0,0,0,0,0,10,2008,1,1,140000
1209,20,85.0,10182,2,4,6,1,8,5,2006,2006,2,1,1,1,3,420.0,1,3,1,3,1220,440,1660,1660,0,1660,2,0,3,1,1,8,1,1,1,2006.0,1,2,500,1,1,1,322,50,0,0,0,0,0,5,2006,2,3,290000
1210,60,70.0,11218,1,1,13,1,6,5,1992,1992,1,1,3,6,2,0.0,1,1,1,1,0,1055,1055,1055,790,1845,2,1,3,1,1,8,1,1,1,1992.0,1,2,462,1,1,1,635,104,0,0,0,0,400,5,2010,1,1,189000
1211,50,152.0,12134,2,1,18,1,8,7,1988,2005,1,1,3,6,2,0.0,4,1,1,4,427,132,559,1080,672,1752,2,0,4,1,2,8,1,0,6,1988.0,1,2,492,1,1,1,325,12,0,0,0,0,0,6,2010,1,1,164000
1212,30,50.0,9340,1,1,16,1,4,6,1941,1950,2,1,2,2,2,0.0,2,2,1,1,344,328,672,672,0,672,1,0,2,1,2,4,1,0,1,1941.0,2,1,234,1,1,2,0,113,0,0,0,0,0,8,2009,1,1,113000
1213,80,1978.5061638868744,10246,2,4,10,1,4,9,1965,2001,1,1,1,1,2,0.0,2,2,2,4,648,0,648,960,0,960,0,0,0,1,2,3,1,0,1,1965.0,2,1,364,1,1,1,88,0,0,0,0,0,0,5,2006,1,1,145000
1214,85,69.0,10205,2,1,12,1,5,5,1962,1962,1,1,2,2,2,0.0,2,2,1,4,784,141,925,999,0,999,1,0,3,1,2,6,1,0,1,1962.0,2,1,300,1,1,1,150,72,0,0,0,0,0,5,2006,1,1,134500
1215,20,99.0,7094,2,1,10,1,5,5,1966,1966,1,1,1,1,2,0.0,2,2,1,1,180,340,894,894,0,894,1,0,3,1,2,5,1,0,2,1966.0,1,1,384,1,1,1,0,0,0,0,0,0,0,5,2007,1,1,125000
1216,90,68.0,8930,1,1,10,3,6,5,1978,1978,1,1,1,1,2,0.0,5,4,3,5,0,0,0,1318,584,1902,2,0,4,2,2,8,1,0,1,1978.0,2,2,539,1,1,1,0,0,0,0,0,0,0,4,2010,1,1,112000
1217,20,72.0,8640,1,1,6,1,8,5,2009,2009,1,1,7,7,3,72.0,1,1,1,3,936,364,1300,1314,0,1314,2,0,3,1,1,6,1,0,1,2009.0,1,2,552,1,1,1,135,112,0,0,0,0,0,9,2009,2,3,229456
1218,50,52.0,6240,1,1,9,1,4,5,1947,1950,1,1,9,10,2,0.0,5,4,3,5,0,0,0,672,240,912,1,0,2,1,2,3,1,0,5,1978.5061638868744,4,0,0,4,3,2,0,0,0,0,0,0,0,7,2006,1,1,80500
1219,160,21.0,1680,1,1,23,5,6,5,1971,1971,1,1,7,7,1,236.0,2,2,1,1,0,672,672,672,546,1218,1,1,3,1,2,7,1,0,5,1978.5061638868744,4,0,0,4,3,2,201,0,0,0,0,0,0,4,2006,1,2,91500
1220,20,66.0,7800,2,1,12,1,5,5,1964,1964,1,1,3,6,2,0.0,2,2,1,1,312,0,912,912,0,912,1,0,2,1,2,5,1,0,1,1964.0,2,1,288,1,1,1,0,0,0,0,0,0,0,11,2006,1,2,115000
1221,20,55.0,8250,1,1,10,1,5,5,1968,1968,2,1,4,4,2,0.0,2,2,1,1,250,210,952,1211,0,1211,1,0,3,1,2,5,1,1,1,1968.0,2,1,322,1,1,1,0,63,0,0,0,0,0,8,2008,1,1,134000
1222,50,78.0,10496,1,1,12,1,6,6,1949,1950,1,1,3,6,1,320.0,2,2,1,3,196,844,1040,1168,678,1846,2,0,3,1,2,7,1,1,1,1949.0,2,1,315,1,1,1,0,0,0,0,0,0,0,1,2007,1,1,143000
1223,20,89.0,10680,1,1,12,1,5,3,1951,1951,2,1,3,6,1,44.0,2,2,4,1,756,1380,2136,2136,0,2136,2,0,4,1,2,7,5,0,2,1951.0,2,2,528,1,1,1,0,30,0,0,0,0,0,10,2006,1,1,137900
1224,60,60.0,15384,2,1,18,1,7,5,2004,2005,1,1,1,1,2,0.0,1,1,1,4,724,64,788,788,702,1490,2,1,3,1,1,8,1,1,1,2004.0,3,2,388,1,1,1,100,75,0,0,0,0,0,2,2008,1,1,184000
1225,80,65.0,10482,1,1,12,1,6,8,1958,1958,2,1,1,1,1,63.0,2,2,1,4,507,81,588,1138,0,1138,1,0,3,1,2,6,1,0,1,1958.0,1,1,264,1,1,1,224,0,0,0,0,0,0,6,2007,1,1,145000
1226,60,86.0,14598,2,4,6,1,6,5,2007,2007,1,1,1,1,3,74.0,1,1,1,3,0,894,894,894,1039,1933,2,1,4,1,1,9,1,1,3,2007.0,3,3,668,1,1,1,100,18,0,0,0,0,0,1,2008,1,1,214000
1227,20,72.0,8872,1,3,12,1,5,8,1965,2008,1,1,1,1,1,300.0,2,2,1,1,595,317,912,912,0,912,1,0,2,1,1,5,1,0,2,1992.0,2,2,576,1,1,1,0,240,0,0,0,0,0,12,2008,1,1,147000
1228,120,65.0,8769,1,3,11,4,9,5,2008,2008,2,1,2,2,1,766.0,1,3,1,1,1540,162,1702,1702,0,1702,1,1,1,1,3,7,1,1,1,2008.0,3,3,1052,1,1,1,0,72,0,0,224,0,0,10,2008,2,3,367294
1229,80,70.0,7910,1,1,12,1,5,5,1960,1960,2,1,5,4,2,0.0,2,2,1,1,666,409,1075,1507,0,1507,2,0,4,1,2,7,3,0,6,1960.0,2,1,404,1,1,1,0,0,0,0,0,0,0,8,2008,1,1,127000
1230,90,1978.5061638868744,18890,2,1,10,3,5,5,1977,1977,6,1,8,5,2,1.0,2,1,1,1,498,652,1361,1361,1259,2620,2,2,4,2,2,12,1,1,3,1977.0,1,2,600,1,1,2,155,24,145,0,0,0,8300,8,2007,1,1,190000
1231,90,70.0,7728,1,1,12,3,5,6,1962,1962,2,1,3,6,1,120.0,2,2,1,4,803,303,1106,1190,0,1190,1,0,3,1,2,6,1,0,1,1962.0,2,2,540,1,1,1,0,18,0,0,0,0,0,5,2006,1,1,132500
1232,90,70.0,9842,1,2,12,3,4,5,1962,1962,1,1,4,4,2,0.0,5,4,3,5,0,0,0,1224,0,1224,2,0,2,2,2,6,1,0,4,1962.0,2,2,462,1,1,1,0,0,0,0,0,0,0,3,2007,1,1,101800
1233,20,1978.5061638868744,12160,2,1,12,1,5,5,1959,1959,2,1,8,5,1,180.0,2,2,1,1,1000,188,1188,1188,0,1188,1,0,3,1,2,6,1,0,1,1959.0,1,2,531,1,1,1,0,0,0,0,0,0,0,5,2010,3,2,142000
1234,70,55.0,8525,1,1,24,1,5,6,1911,1950,1,1,2,2,2,0.0,1,2,1,4,0,940,940,1024,940,1964,1,1,4,1,2,7,1,0,5,1978.5061638868744,4,0,0,4,3,2,0,192,0,0,0,0,0,11,2008,1,2,130000
1235,70,96.0,13132,1,1,3,1,5,5,1914,1950,1,1,3,6,2,0.0,3,1,1,3,0,747,747,892,892,1784,1,1,4,1,2,9,1,0,2,1914.0,2,1,180,2,2,2,203,40,0,0,0,0,0,7,2006,1,1,138887
1236,160,36.0,2628,1,1,11,5,7,5,2003,2003,1,1,1,3,3,106.0,1,1,1,1,0,764,764,764,862,1626,2,1,2,1,1,6,1,0,3,2003.0,1,2,474,1,1,1,0,27,0,0,0,0,0,6,2010,1,1,175500
1237,60,41.0,12393,3,2,1,1,7,5,2004,2005,1,1,1,1,2,0.0,1,1,1,1,0,847,847,847,1101,1948,2,1,4,1,1,8,1,1,3,2004.0,3,2,434,1,1,1,100,48,0,0,0,0,0,9,2006,1,1,195000
1238,20,63.0,13072,1,1,13,1,6,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,0,1141,1141,1141,0,1141,1,1,3,1,2,6,1,0,2,2005.0,2,2,484,1,1,1,0,0,0,0,0,0,0,3,2006,1,2,142500
1239,20,64.0,9037,2,1,17,1,8,5,2006,2006,2,1,1,1,1,32.0,1,1,1,4,428,1048,1476,1484,0,1484,2,0,2,1,3,6,1,1,1,2006.0,1,2,472,1,1,1,120,33,0,0,0,0,0,12,2007,1,1,265900
1240,60,65.0,8158,1,1,1,1,7,5,2003,2003,1,1,1,1,1,252.0,1,1,1,1,550,334,884,884,884,1768,2,1,3,1,1,8,1,0,1,2003.0,1,2,543,1,1,1,0,63,0,0,0,0,0,7,2008,1,1,224900
1241,20,83.0,9849,1,1,6,1,7,6,2007,2007,2,1,1,1,3,0.0,1,1,1,4,0,1689,1689,1689,0,1689,2,0,3,1,1,7,1,0,1,2007.0,1,3,954,1,1,1,0,56,0,0,0,0,0,6,2007,2,3,248328
1242,85,85.0,10625,1,1,7,1,7,6,1974,1974,1,1,8,5,1,81.0,2,1,1,2,885,0,1053,1173,0,1173,2,0,3,1,1,6,1,2,1,1974.0,1,2,528,1,1,1,0,120,0,0,0,0,0,1,2010,1,6,170000
1243,20,107.0,13891,1,1,11,1,10,5,2006,2006,1,1,1,1,5,103.685261707989,1,3,2,2,1386,690,2076,2076,0,2076,2,1,2,1,3,7,1,1,1,2006.0,3,3,850,1,1,1,216,229,0,0,0,0,0,9,2006,2,3,465000
1244,70,1978.5061638868744,11435,2,3,3,1,8,7,1929,1950,1,1,5,9,2,0.0,1,1,1,1,0,792,792,792,725,1517,1,0,3,1,1,7,1,2,2,1931.0,2,2,400,1,1,1,0,0,0,0,0,0,0,6,2006,1,1,230000
1245,80,78.0,12090,1,1,7,1,6,7,1984,2003,2,1,1,1,1,74.0,2,1,1,1,0,585,585,1140,728,1868,3,1,3,1,2,7,1,1,3,1984.0,3,2,477,1,1,1,268,112,0,0,147,0,0,1,2007,1,2,178000
1246,60,65.0,8125,1,1,6,1,7,5,2005,2006,1,1,1,1,2,0.0,1,1,1,1,0,756,756,756,797,1553,2,1,3,1,1,6,1,0,1,2005.0,1,2,615,1,1,1,0,45,0,0,0,0,0,3,2006,2,3,186500
1247,80,1978.5061638868744,12328,2,1,5,1,6,5,1976,1976,1,1,4,4,1,335.0,2,2,1,4,539,473,1012,1034,0,1034,1,0,3,1,2,6,1,0,1,1976.0,2,3,888,1,1,1,0,0,0,0,0,0,0,5,2010,1,1,169900
