,Unnamed: 0,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
1087,1087,60,85.0,10574,8,5,2005,2006,1,1,1,1,2,0.0,1,1,1,3,0,1082,1082,1082,871,1953,2,1,3,1,1,9,1,1,1,2005.0,1,3,1043,160,50,0,5,2009,252000
1088,1088,160,24.0,2522,7,5,2004,2004,1,1,1,1,3,50.0,1,1,1,1,0,970,970,970,739,1709,2,0,3,1,1,7,3,0,2,2004.0,2,2,380,0,40,0,4,2006,137500
1089,1089,120,37.0,3316,8,5,2005,2005,1,1,2,2,2,0.0,1,1,1,1,1039,208,1247,1247,0,1247,1,1,1,1,1,4,1,1,1,2005.0,3,2,550,0,84,0,4,2006,197000
1090,1090,90,60.0,8544,3,4,1950,1950,1,1,5,8,2,0.0,5,4,3,5,0,0,0,1040,0,1040,2,0,2,2,2,6,1,0,2,1987.0,2,2,400,0,0,0,6,2009,92900
1091,1091,160,24.0,2160,7,5,1999,2000,1,1,2,2,1,212.0,1,1,1,1,510,90,600,624,628,1252,2,1,2,1,1,4,1,0,2,1999.0,2,2,462,0,48,0,3,2008,160000
1092,1092,50,60.0,8400,6,5,1925,1950,1,1,2,2,2,0.0,1,2,1,1,423,758,1181,1390,304,1694,2,0,4,1,2,7,1,1,2,1925.0,2,2,576,342,0,128,6,2008,136500
1093,1093,20,71.0,9230,5,8,1965,1998,2,1,2,2,1,166.0,2,2,1,3,661,203,864,1200,0,1200,1,1,1,1,1,6,1,0,2,1977.0,2,2,884,0,64,0,10,2006,146000
1094,1094,20,74.0,5868,5,7,1956,2000,1,1,2,2,2,0.0,2,2,1,1,248,448,936,936,0,936,1,0,2,1,2,4,1,0,1,1956.0,3,1,308,0,0,80,5,2010,129000
1095,1095,20,78.0,9317,6,5,2006,2006,1,1,1,1,2,0.0,1,1,1,1,24,1290,1314,1314,0,1314,2,0,3,1,1,6,1,1,1,2006.0,1,2,440,0,22,0,3,2007,176432
1096,1096,70,60.0,6882,6,7,1914,2006,1,1,3,6,2,0.0,1,2,1,1,0,684,684,773,582,1355,1,1,3,1,1,7,1,0,5,1978.5061638868744,4,0,0,136,0,115,3,2007,127000
1097,1097,120,1978.5061638868744,3696,8,5,1986,1986,1,1,4,4,2,0.0,2,1,1,1,0,1074,1074,1088,0,1088,1,1,2,1,1,5,1,0,1,1987.0,1,2,461,0,74,137,10,2007,170000
1098,1098,50,50.0,6000,4,6,1936,1950,1,1,2,2,2,0.0,3,2,1,1,672,0,672,757,567,1324,1,0,3,1,2,6,1,0,2,1936.0,2,1,240,0,0,0,7,2009,128000
1099,1099,20,82.0,11880,7,5,1978,1978,1,1,8,5,1,206.0,2,1,1,1,704,567,1271,1601,0,1601,2,0,3,1,2,7,1,1,1,1978.0,1,2,478,0,0,0,4,2009,157000
1100,1100,30,60.0,8400,2,5,1920,1950,1,1,3,6,2,0.0,2,2,4,1,290,0,290,438,0,438,1,0,1,1,4,3,1,0,2,1930.0,2,1,246,0,0,0,1,2009,60000
1101,1101,20,61.0,9758,5,5,1971,1971,1,1,4,2,2,0.0,2,2,1,1,412,251,950,950,0,950,1,0,3,1,2,5,1,0,2,1981.0,2,1,280,0,0,0,7,2007,119500
1102,1102,20,70.0,7000,5,7,1960,2002,1,1,3,6,1,45.0,2,2,1,1,588,422,1010,1134,0,1134,1,0,2,1,2,6,1,0,1,1960.0,1,1,254,0,16,0,4,2007,135000
1103,1103,20,79.0,8910,6,6,1959,1959,2,1,5,8,2,0.0,2,2,1,3,655,0,655,1194,0,1194,1,0,3,1,2,6,1,1,3,1954.0,3,2,539,0,0,192,7,2006,159500
1104,1104,160,24.0,2016,5,5,1970,1970,1,1,4,4,1,304.0,2,2,1,1,0,630,630,630,672,1302,2,1,3,1,2,6,1,0,2,1970.0,2,2,440,0,0,0,4,2007,106000
1105,1105,60,98.0,12256,8,5,1994,1995,1,1,4,4,1,362.0,1,3,1,4,1032,431,1463,1500,1122,2622,2,1,3,1,1,9,1,2,1,1994.0,1,2,712,186,32,0,4,2010,325000
1106,1106,20,114.0,10357,7,5,1990,1991,2,1,4,4,2,0.0,1,1,1,3,738,172,910,1442,0,1442,2,0,3,1,1,6,1,1,1,1990.0,3,2,719,0,244,0,5,2007,179900
1107,1107,60,168.0,23257,7,5,2006,2006,1,1,1,1,2,0.0,1,3,2,1,0,868,868,887,1134,2021,2,1,3,1,1,9,1,1,3,2006.0,1,2,422,0,100,0,9,2006,274725
1108,1108,60,1978.5061638868744,8063,6,5,2000,2000,1,1,1,1,2,0.0,1,1,1,1,0,924,924,948,742,1690,2,1,3,1,2,7,1,1,1,2000.0,1,2,463,100,48,0,11,2007,181000
1109,1109,20,107.0,11362,8,5,2004,2005,1,1,2,2,3,42.0,1,3,1,3,1039,797,1836,1836,0,1836,2,0,3,1,1,7,1,1,1,2004.0,3,3,862,125,185,0,3,2009,280000
1110,1110,60,1978.5061638868744,8000,6,5,1995,1996,1,1,4,4,2,0.0,1,1,1,1,219,554,773,773,885,1658,2,1,3,1,2,8,1,1,1,1995.0,3,2,431,224,84,0,6,2008,188000
1111,1111,60,80.0,10480,7,6,1976,1976,2,1,8,5,1,660.0,2,2,1,1,403,400,803,1098,866,1964,2,1,4,1,2,8,1,1,1,1976.0,1,2,483,0,69,0,9,2008,205000
1112,1112,20,73.0,7100,5,7,1957,1957,1,1,6,3,2,0.0,2,2,1,1,708,108,816,816,0,816,1,0,2,1,2,5,1,0,2,1957.0,2,1,308,0,0,0,7,2006,129900
1113,1113,20,66.0,8923,5,7,1953,2006,1,1,3,6,2,0.0,2,2,1,1,643,365,1008,1008,0,1008,1,0,2,1,1,6,1,0,1,1953.0,2,1,240,0,18,0,5,2007,134500
1114,1114,20,90.0,5400,5,7,1954,2000,1,1,2,2,2,0.0,2,2,1,1,415,418,833,833,0,833,1,0,2,1,1,4,1,0,2,1955.0,2,1,326,0,0,0,8,2006,117000
1115,1115,20,93.0,12085,8,5,2007,2007,2,1,1,1,3,328.0,1,3,1,1,1004,730,1734,1734,0,1734,2,0,3,1,3,7,1,1,1,2007.0,1,3,928,0,0,0,11,2007,318000
1116,1116,80,1978.5061638868744,7750,8,5,2002,2002,2,1,1,1,2,0.0,1,1,1,1,353,55,408,779,640,1419,2,1,3,1,1,7,1,1,3,2002.0,3,2,527,120,0,0,3,2009,184100
1117,1117,20,57.0,9764,5,7,1967,2003,1,1,1,1,2,0.0,2,2,1,1,702,192,894,894,0,894,1,0,3,1,1,5,1,0,1,1967.0,1,2,450,0,0,0,5,2008,130000
1118,1118,80,85.0,13825,5,6,1958,1987,1,1,2,2,2,0.0,2,2,1,1,0,533,533,1021,580,1601,1,0,3,1,2,6,4,0,3,1958.0,1,1,300,280,34,0,12,2008,140000
1119,1119,20,70.0,7560,5,5,1959,1959,1,1,5,6,2,0.0,2,2,1,1,369,671,1040,1040,0,1040,1,0,3,1,2,6,1,0,1,1959.0,1,1,286,140,0,252,7,2006,133700
1120,1120,30,59.0,8263,6,5,1920,1950,1,1,5,8,2,0.0,3,2,1,1,0,1012,1012,1012,0,1012,1,0,2,1,2,6,1,1,2,1920.0,2,1,308,0,22,112,5,2007,118400
1121,1121,20,84.0,10084,7,5,2005,2006,1,1,1,1,1,196.0,1,1,1,4,24,1528,1552,1552,0,1552,2,0,3,1,1,7,1,0,1,2005.0,1,3,782,144,20,0,7,2006,212900
1122,1122,20,1978.5061638868744,8926,4,3,1956,1956,1,1,9,10,2,0.0,2,2,1,1,0,672,672,960,0,960,1,0,3,1,2,5,1,0,6,1956.0,2,1,288,64,0,0,10,2009,112000
1123,1123,20,50.0,9405,5,9,1947,2008,2,1,1,1,2,0.0,2,2,1,1,0,698,698,698,0,698,1,0,2,1,2,4,1,0,5,1978.5061638868744,4,0,0,0,200,0,6,2009,118000
1124,1124,80,1978.5061638868744,9125,7,5,1992,1992,1,1,4,4,1,170.0,1,1,1,1,0,384,384,812,670,1482,2,1,3,1,1,7,1,1,1,1992.0,3,2,392,100,25,0,7,2007,163900
1125,1125,20,60.0,10434,4,5,1955,1955,1,1,8,5,2,0.0,2,2,1,1,0,1005,1005,1005,0,1005,1,0,2,1,4,5,1,1,2,1977.0,2,2,672,0,0,0,11,2009,115000
1126,1126,120,53.0,3684,7,5,2007,2007,2,1,1,1,1,130.0,1,1,1,1,0,1373,1373,1555,0,1555,2,0,2,1,1,7,1,1,1,2007.0,3,3,660,143,20,0,6,2009,174000
1127,1127,20,182.0,14572,7,5,2004,2004,2,1,1,1,2,0.0,1,1,1,4,1300,230,1530,1530,0,1530,2,0,3,1,1,7,1,1,1,2004.0,3,3,630,144,36,0,11,2007,259000
1128,1128,60,59.0,11796,7,5,2004,2005,1,1,1,1,2,0.0,1,1,1,4,0,847,847,847,1112,1959,2,1,4,1,1,8,1,1,3,2004.0,3,2,434,100,48,0,7,2007,215000
1129,1129,90,60.0,7200,5,5,1980,1980,1,1,2,2,1,180.0,2,1,1,2,936,0,936,936,0,936,1,0,2,1,2,4,1,0,2,1980.0,2,2,672,49,0,0,8,2007,140000
1130,1130,50,65.0,7804,4,3,1928,1950,1,1,6,5,2,0.0,3,2,1,1,622,500,1122,1328,653,1981,2,0,4,1,1,7,4,2,2,1981.0,2,2,576,431,44,0,12,2009,135000
1131,1131,20,63.0,10712,5,5,1991,1992,1,1,4,4,2,0.0,1,1,1,3,212,762,974,974,0,974,1,0,3,1,2,5,1,0,5,1978.5061638868744,4,0,0,0,28,0,9,2007,93500
1132,1132,70,90.0,9900,6,4,1880,1950,1,1,3,6,2,0.0,3,2,1,3,0,1008,1008,1178,1032,2210,2,0,5,1,4,8,1,0,2,1930.0,2,1,205,0,48,0,5,2007,117500
1133,1133,60,80.0,9828,8,5,1995,1995,1,1,1,1,2,0.0,1,1,1,1,584,544,1128,1142,878,2020,2,1,3,1,1,8,1,1,1,1995.0,1,2,466,0,155,0,6,2009,239500
1134,1134,60,57.0,8773,6,5,1997,1997,1,1,1,1,2,0.0,1,1,1,4,0,916,916,916,684,1600,2,1,3,1,2,7,1,1,1,1997.0,3,2,460,100,38,0,8,2007,169000
1135,1135,30,60.0,6180,6,5,1926,1950,1,1,3,6,2,0.0,3,2,1,1,0,960,960,986,0,986,1,0,2,1,2,5,1,1,2,1926.0,2,1,180,0,128,0,5,2007,102000
1136,1136,50,80.0,9600,6,5,1950,1950,1,1,1,1,2,0.0,2,2,1,1,280,752,1032,1032,220,1252,1,0,3,1,2,6,1,0,1,1950.0,2,1,288,0,0,96,4,2008,119000
1137,1137,50,54.0,6342,5,8,1875,1996,1,1,1,1,2,0.0,2,2,1,1,0,780,780,780,240,1020,1,0,2,1,2,6,1,0,5,1978.5061638868744,4,0,0,0,0,176,5,2010,94000
1138,1138,20,1978.5061638868744,9819,6,5,1977,1977,1,1,8,12,2,0.0,1,2,1,2,1567,0,1567,1567,0,1567,2,0,2,1,1,5,1,2,1,1977.0,1,2,714,264,32,0,5,2009,196000
1139,1139,30,98.0,8731,5,5,1920,1950,1,1,10,9,2,0.0,3,2,1,1,645,270,915,1167,0,1167,1,0,3,1,2,6,3,1,2,1972.0,2,2,495,0,0,216,5,2007,144000
1140,1140,20,60.0,7350,5,7,1951,1951,1,1,4,4,2,0.0,2,2,1,3,852,100,952,952,0,952,1,0,2,1,2,4,1,0,2,1988.0,2,2,840,0,0,0,6,2008,139000
1141,1141,60,1978.5061638868744,10304,5,7,1976,1976,1,1,8,5,1,44.0,2,2,1,1,381,399,780,1088,780,1868,2,1,4,1,1,9,1,1,1,1976.0,2,2,484,448,96,0,10,2009,197500
1142,1142,60,77.0,9965,8,5,2006,2007,2,1,1,1,3,340.0,1,3,1,2,1150,316,1466,1466,1362,2828,3,0,4,1,1,11,1,1,3,2006.0,1,3,1052,125,144,0,4,2007,424870
1143,1143,20,1978.5061638868744,9000,5,3,1959,1959,1,1,3,5,2,0.0,2,2,1,1,288,718,1006,1006,0,1006,1,0,3,1,2,5,1,0,5,1978.5061638868744,4,0,0,0,24,0,7,2008,80000
1144,1144,190,60.0,12180,4,4,1941,1950,1,1,2,2,2,0.0,3,1,1,1,348,324,672,672,252,924,1,0,2,1,4,5,1,0,2,1941.0,2,1,280,0,0,0,7,2010,80000
1145,1145,50,52.0,6240,5,6,1928,1950,1,1,2,2,2,0.0,3,2,1,1,0,1042,1042,1042,534,1576,1,0,3,1,2,8,1,1,2,1928.0,2,1,225,0,0,0,8,2006,149000
1146,1146,20,1978.5061638868744,11200,6,5,1985,1985,1,1,3,3,1,85.0,2,1,1,1,1258,40,1298,1298,0,1298,2,0,3,1,1,5,1,1,1,1985.0,2,2,403,165,26,0,5,2006,180000
1147,1147,70,75.0,12000,7,7,1941,1950,1,1,2,2,2,0.0,2,2,1,1,275,429,704,860,704,1564,1,1,3,1,4,7,1,1,1,1941.0,2,1,234,0,0,0,7,2009,174500
1148,1148,50,1978.5061638868744,5700,7,7,1926,1950,1,1,3,6,2,0.0,1,2,1,1,0,572,572,572,539,1111,1,0,2,1,2,5,1,1,2,1982.0,2,1,288,0,0,176,8,2008,116900
1149,1149,70,50.0,9000,7,9,1920,1988,2,1,1,1,2,0.0,1,2,1,1,624,26,650,832,650,1482,1,0,3,1,2,7,1,0,2,1930.0,2,2,324,0,0,0,7,2009,143000
1150,1150,20,57.0,8280,6,5,1950,1950,1,1,5,8,2,0.0,2,2,1,1,0,932,932,932,0,932,1,0,2,1,1,4,1,1,1,1950.0,2,1,306,0,0,214,11,2007,124000
1151,1151,20,134.0,17755,5,4,1959,1959,1,1,4,5,1,132.0,2,2,1,1,176,1290,1466,1466,0,1466,1,1,3,1,4,6,1,2,1,1959.0,3,2,528,0,140,0,11,2006,149900
1152,1152,20,90.0,14115,6,7,1956,2004,1,1,13,14,2,0.0,1,2,1,1,296,230,1073,1811,0,1811,1,0,2,1,3,6,1,1,1,1956.0,3,2,470,0,0,280,7,2006,230000
1153,1153,30,1978.5061638868744,5890,6,8,1930,2007,1,1,3,6,2,0.0,3,2,1,4,538,278,816,816,0,816,1,0,2,1,2,5,1,0,2,2002.0,2,1,432,0,0,96,6,2008,120500
1154,1154,60,1978.5061638868744,13700,7,6,1965,1988,1,1,1,1,3,288.0,2,2,1,2,454,410,864,902,918,1820,1,2,4,1,1,8,1,2,1,1965.0,2,2,492,60,84,0,5,2008,201800
1155,1155,20,90.0,10768,5,8,1976,2004,1,1,8,5,2,0.0,2,1,1,2,1157,280,1437,1437,0,1437,2,0,3,1,1,6,1,1,1,1976.0,1,2,528,0,21,0,7,2007,218000
1156,1156,80,85.0,9350,5,8,1965,1999,1,1,5,8,2,0.0,1,2,1,2,633,586,1219,1265,0,1265,2,0,3,1,1,6,1,1,1,1965.0,1,2,502,0,92,0,10,2008,179900
1157,1157,120,34.0,5001,7,5,2007,2008,1,1,1,1,3,166.0,1,1,1,1,904,410,1314,1314,0,1314,2,0,2,1,1,6,1,1,1,2008.0,1,2,626,172,62,0,7,2009,230000
1158,1158,20,92.0,11932,8,5,2007,2008,1,1,1,1,3,186.0,1,1,1,1,0,1580,1580,1580,0,1580,2,0,3,1,1,7,1,0,1,2008.0,1,3,830,0,24,0,6,2008,235128
1159,1159,60,76.0,9120,6,6,1974,1974,2,1,4,4,1,270.0,2,2,1,1,442,459,901,943,933,1876,2,1,4,1,1,8,1,1,1,1974.0,1,2,540,0,69,0,7,2008,185000
1160,1160,160,24.0,2280,6,5,1978,1978,1,1,8,11,2,0.0,2,1,1,1,311,544,855,855,601,1456,2,1,3,1,2,7,1,1,1,1978.0,2,2,440,26,0,0,7,2010,146000
1161,1161,20,1978.5061638868744,14778,6,7,1954,2006,2,1,4,4,1,72.0,2,2,1,1,728,568,1296,1640,0,1640,1,0,3,1,1,7,1,1,2,1993.0,2,2,924,108,0,0,11,2008,224000
1162,1162,20,109.0,8724,5,5,1968,1968,1,1,1,1,2,0.0,2,1,1,1,492,402,894,894,0,894,1,0,3,1,2,5,1,1,1,1968.0,3,2,450,0,0,0,5,2007,129000
1163,1163,90,60.0,12900,4,4,1969,1969,1,1,8,5,2,0.0,2,1,1,4,1198,0,1198,1258,0,1258,0,2,0,2,2,6,1,0,4,1969.0,2,2,400,120,0,0,1,2008,108959
1164,1164,80,1978.5061638868744,16157,5,7,1978,1978,1,1,8,5,2,0.0,1,1,1,2,680,289,1360,1432,0,1432,1,1,2,1,1,5,1,1,1,1978.0,2,2,588,168,180,0,6,2007,194000
1165,1165,20,79.0,9541,7,5,2009,2009,1,1,1,1,3,268.0,1,1,1,1,0,1502,1502,1502,0,1502,2,0,3,1,1,7,1,0,1,2009.0,1,2,644,0,114,0,9,2009,233170
1166,1166,20,64.0,10475,8,5,2008,2008,1,1,1,1,3,72.0,1,1,1,4,0,1694,1694,1694,0,1694,2,0,3,1,1,7,1,0,1,2008.0,1,3,776,160,33,0,2,2010,245350
1167,1167,60,58.0,10852,6,5,2000,2000,1,1,1,1,2,0.0,1,1,1,1,786,173,959,959,712,1671,2,1,3,1,2,7,1,1,1,2000.0,3,2,472,0,38,0,2,2006,173000
1168,1168,70,120.0,13728,6,7,1935,1986,2,1,10,9,2,0.0,2,2,1,1,626,501,1127,1236,872,2108,2,0,4,1,1,7,1,2,6,1935.0,2,2,540,0,0,0,7,2008,235000
1169,1169,60,118.0,35760,10,5,1995,1996,2,1,4,4,1,1378.0,1,3,1,2,1387,543,1930,1831,1796,3627,3,1,4,1,1,10,1,1,1,1995.0,3,3,807,361,76,0,7,2006,625000
1170,1170,80,76.0,9880,6,6,1977,1977,1,1,8,5,2,0.0,2,2,1,4,522,574,1096,1118,0,1118,1,0,3,1,2,6,1,1,1,1977.0,3,1,358,203,0,0,7,2008,171000
1171,1171,20,76.0,9120,6,6,1958,1958,2,1,2,2,2,0.0,2,2,1,1,662,599,1261,1261,0,1261,1,0,3,1,2,6,1,1,1,1958.0,1,2,433,0,0,0,11,2008,163000
1172,1172,160,35.0,4017,7,5,2006,2007,1,1,2,2,2,0.0,1,1,1,1,0,625,625,625,625,1250,2,1,2,1,1,5,1,0,2,2006.0,3,2,625,0,54,0,3,2008,171900
1173,1173,50,138.0,18030,5,6,1946,1994,1,1,2,2,2,0.0,2,2,1,1,152,977,1598,1636,971,3086,3,0,3,1,3,12,3,1,5,1978.5061638868744,4,0,0,122,0,0,3,2007,200500
1174,1174,70,80.0,16560,6,8,1932,1950,1,1,3,6,2,0.0,3,1,1,1,503,449,952,1170,1175,2345,2,1,4,1,2,9,1,1,2,1932.0,2,2,360,0,0,0,7,2006,239000
1175,1175,50,85.0,10678,8,5,1992,2000,2,1,4,4,1,337.0,1,1,1,1,700,983,1683,2129,743,2872,2,1,4,1,1,9,1,1,1,1992.0,3,2,541,0,33,0,4,2007,285000
1176,1176,20,37.0,6951,5,5,1984,1985,1,1,4,5,2,0.0,2,2,1,1,658,218,876,923,0,923,1,0,3,1,2,5,1,0,1,1984.0,2,1,264,362,0,0,10,2008,119500
1177,1177,50,1978.5061638868744,3950,6,8,1926,2004,1,1,2,2,2,0.0,2,2,1,1,468,350,818,818,406,1224,1,0,3,1,2,5,1,0,2,1926.0,2,1,210,0,0,116,12,2009,115000
1178,1178,50,54.0,7681,5,6,1921,1950,1,1,3,6,2,0.0,3,2,1,1,0,731,731,820,523,1343,1,1,3,1,2,7,1,1,2,1921.0,2,1,186,192,0,102,7,2009,154900
1179,1179,20,77.0,8335,5,5,1954,1954,1,1,3,6,2,0.0,5,4,3,5,0,0,0,1124,0,1124,1,0,3,1,2,5,4,1,5,1978.5061638868744,4,0,0,0,36,190,4,2006,93000
1180,1180,60,1978.5061638868744,11170,7,5,1990,1991,1,1,2,2,2,0.0,4,1,1,1,1216,0,1216,1298,1216,2514,2,1,4,1,2,8,1,0,1,1990.0,3,2,693,0,0,0,4,2006,250000
1181,1181,120,64.0,5587,8,5,2008,2008,2,1,7,7,3,186.0,1,3,1,2,1480,120,1600,1652,0,1652,2,0,2,1,1,5,1,1,1,2008.0,3,2,482,162,53,0,11,2008,392500
1182,1182,60,160.0,15623,10,5,1996,1996,2,1,3,12,2,0.0,1,3,1,4,2096,300,2396,2411,2065,4476,3,1,4,1,3,10,1,2,1,1996.0,3,3,813,171,78,0,7,2007,745000
1183,1183,30,60.0,10800,5,6,1920,1950,2,1,10,9,2,0.0,3,2,1,1,821,299,1120,1130,0,1130,1,0,2,1,2,5,1,1,2,1970.0,2,2,720,229,0,0,6,2006,120000
1184,1184,20,50.0,35133,5,4,1963,1963,2,1,2,2,1,226.0,2,2,1,2,1159,413,1572,1572,0,1572,1,1,3,1,2,5,1,2,7,1963.0,1,3,995,0,263,0,5,2007,186700
1185,1185,50,60.0,9738,5,7,1924,1950,1,1,9,10,2,0.0,3,2,1,1,392,392,784,949,272,1221,1,0,4,1,2,7,1,0,1,1965.0,2,1,392,0,0,236,3,2006,104900
1186,1186,190,107.0,10615,3,5,1900,1970,1,1,4,4,2,0.0,2,5,1,3,440,538,978,1014,685,1699,2,0,3,2,2,7,1,0,4,1920.0,2,2,420,0,74,0,8,2009,95000
1187,1187,20,89.0,12461,8,5,1994,1995,1,1,14,12,2,0.0,1,1,1,1,1456,168,1624,1624,0,1624,2,0,2,1,1,5,1,1,1,1994.0,1,3,757,0,114,192,7,2006,262000
1188,1188,60,68.0,8935,7,5,2002,2002,1,1,1,1,1,95.0,1,1,1,1,0,831,831,831,829,1660,2,1,3,1,1,7,1,0,1,2002.0,1,2,493,144,68,0,7,2009,195000
1189,1189,60,60.0,7500,7,5,1999,1999,1,1,1,1,2,0.0,1,2,1,1,0,994,994,1028,776,1804,2,1,3,1,1,7,1,1,1,1999.0,3,2,442,140,60,0,6,2010,189000
1190,1190,190,1978.5061638868744,32463,4,4,1961,1975,1,1,2,2,3,149.0,2,2,1,4,1159,90,1249,1622,0,1622,1,0,3,1,2,7,1,1,7,1975.0,3,4,1356,439,0,0,3,2007,168000
1191,1191,160,24.0,2645,8,5,1999,2000,1,1,2,2,1,456.0,1,1,1,1,0,776,776,764,677,1441,2,1,2,1,1,5,1,0,2,1999.0,2,2,492,206,0,0,11,2007,174000
1192,1192,50,60.0,9600,5,8,1925,1994,3,1,1,1,2,0.0,1,2,1,3,0,702,702,842,630,1472,1,0,3,1,1,6,1,0,2,1925.0,2,1,250,0,0,84,7,2007,125000
1193,1193,120,1978.5061638868744,4500,6,5,1999,1999,2,1,1,1,1,425.0,1,3,1,1,883,341,1224,1224,0,1224,2,0,2,1,2,5,1,0,1,1999.0,3,2,402,0,304,0,6,2009,165000
1194,1194,60,80.0,9364,6,7,1969,1969,1,1,4,4,3,143.0,2,2,1,1,371,292,663,663,689,1352,1,1,4,1,2,7,1,0,1,1969.0,3,1,299,379,36,0,3,2010,158000
1195,1195,60,51.0,8029,6,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,0,728,728,728,728,1456,2,1,3,1,1,8,1,0,1,2005.0,3,2,400,100,24,0,7,2008,176000
1196,1196,60,58.0,14054,7,5,2006,2006,1,1,1,1,2,0.0,1,1,1,4,0,879,879,879,984,1863,2,1,4,1,1,9,1,1,3,2006.0,3,3,660,100,17,0,11,2006,219210
1197,1197,75,65.0,8850,7,6,1916,1950,1,1,2,2,2,0.0,3,2,1,1,0,815,815,815,875,1690,1,0,3,1,2,7,1,1,2,1916.0,2,1,225,0,0,330,7,2006,144000
1198,1198,20,70.0,9100,7,5,2001,2001,1,1,1,1,2,0.0,1,1,1,1,0,1212,1212,1212,0,1212,2,0,3,1,1,6,1,0,1,2001.0,1,2,573,356,0,0,6,2009,178000
1199,1199,20,75.0,11235,4,5,1963,1979,1,1,4,4,1,51.0,2,2,1,1,547,504,1051,1382,0,1382,1,1,3,1,2,6,1,1,1,1974.0,2,2,459,0,82,0,10,2006,148000
1200,1200,20,71.0,9353,4,5,1970,1970,1,1,2,2,2,0.0,2,2,1,1,0,864,864,864,0,864,1,0,3,1,2,5,1,0,1,1972.0,2,1,280,0,0,0,7,2006,116050
1201,1201,60,80.0,10400,7,5,1998,1998,1,1,1,1,2,0.0,1,1,1,4,0,866,866,866,913,1779,2,1,3,1,1,6,1,0,1,1998.0,1,2,546,198,36,0,3,2009,197900
1202,1202,50,50.0,6000,5,8,1925,1997,1,1,3,6,2,0.0,3,2,1,1,0,884,884,884,464,1348,1,0,3,1,2,5,1,1,2,1960.0,2,1,216,0,0,208,5,2009,117000
1203,1203,20,75.0,9750,7,5,2000,2001,1,1,1,1,1,171.0,1,1,1,1,0,1630,1630,1630,0,1630,2,0,3,1,1,6,1,1,1,2000.0,2,2,451,74,234,0,10,2009,213000
1204,1204,20,78.0,10140,5,6,1975,1975,1,1,4,4,2,0.0,2,1,1,1,788,268,1056,1074,0,1074,1,1,3,1,2,6,1,0,1,1975.0,1,2,495,0,88,0,7,2006,153500
1205,1205,20,90.0,14684,7,7,1990,1991,2,1,4,4,1,234.0,2,1,1,3,485,1496,2158,2196,0,2196,2,0,3,1,1,7,1,1,1,1990.0,1,3,701,84,70,0,6,2009,271900
1206,1206,20,1978.5061638868744,8900,4,4,1966,1966,1,1,4,4,2,0.0,2,2,1,1,1056,0,1056,1056,0,1056,1,0,2,1,2,5,1,0,2,1966.0,2,1,384,0,42,0,11,2006,107000
1207,1207,20,70.0,9135,6,5,2003,2003,1,1,1,1,1,120.0,1,1,1,4,340,1342,1682,1700,0,1700,2,0,3,1,1,7,1,0,1,2003.0,1,2,544,192,23,0,5,2006,200000
1208,1208,20,70.0,7763,5,7,1962,1980,1,1,2,2,2,0.0,2,2,1,1,504,319,931,1283,0,1283,1,0,3,1,2,6,1,0,2,1980.0,2,2,506,0,0,0,10,2008,140000
1209,1209,20,85.0,10182,8,5,2006,2006,2,1,1,1,3,420.0,1,3,1,3,1220,440,1660,1660,0,1660,2,0,3,1,1,8,1,1,1,2006.0,1,2,500,322,50,0,5,2006,290000
1210,1210,60,70.0,11218,6,5,1992,1992,1,1,3,6,2,0.0,1,1,1,1,0,1055,1055,1055,790,1845,2,1,3,1,1,8,1,1,1,1992.0,1,2,462,635,104,0,5,2010,189000
1211,1211,50,152.0,12134,8,7,1988,2005,1,1,3,6,2,0.0,4,1,1,4,427,132,559,1080,672,1752,2,0,4,1,2,8,1,0,6,1988.0,1,2,492,325,12,0,6,2010,164000
1212,1212,30,50.0,9340,4,6,1941,1950,2,1,2,2,2,0.0,2,2,1,1,344,328,672,672,0,672,1,0,2,1,2,4,1,0,1,1941.0,2,1,234,0,113,0,8,2009,113000
1213,1213,80,1978.5061638868744,10246,4,9,1965,2001,1,1,1,1,2,0.0,2,2,2,4,648,0,648,960,0,960,0,0,0,1,2,3,1,0,1,1965.0,2,1,364,88,0,0,5,2006,145000
1214,1214,85,69.0,10205,5,5,1962,1962,1,1,2,2,2,0.0,2,2,1,4,784,141,925,999,0,999,1,0,3,1,2,6,1,0,1,1962.0,2,1,300,150,72,0,5,2006,134500
1215,1215,20,99.0,7094,5,5,1966,1966,1,1,1,1,2,0.0,2,2,1,1,180,340,894,894,0,894,1,0,3,1,2,5,1,0,2,1966.0,1,1,384,0,0,0,5,2007,125000
