,SalePrice,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd
1423,274970,6,2201,2,432,697,1575,2,8,1966,1966
1424,144000,5,1344,1,484,1024,1344,1,6,1958,1983
1425,142000,6,1252,2,528,1252,1252,1,7,1959,1959
1426,271000,7,2127,2,525,1223,1223,2,5,1994,1994
1427,140000,5,1558,1,288,913,1048,1,6,1945,1950
1428,119000,5,804,1,240,788,804,1,4,1940,1992
1429,182900,6,1440,2,467,1440,1440,2,7,1981,1981
1430,192140,5,1838,2,372,732,734,2,7,2005,2005
1431,143750,6,958,2,440,958,958,2,5,1976,1976
1432,64500,4,968,1,216,656,968,2,5,1927,2007
1433,186500,6,1792,2,451,936,962,2,8,2000,2000
1434,160000,5,1126,2,484,1126,1126,2,5,1977,1977
1435,174000,6,1537,2,462,1319,1537,1,7,1962,2005
1436,120500,4,864,2,528,864,864,1,5,1971,1971
1437,394617,8,1932,3,774,1932,1932,2,7,2008,2008
1438,149700,6,1236,2,923,912,1236,1,6,1957,1996
1439,197000,7,1725,2,550,539,1040,2,6,1979,1979
1440,191000,6,2555,2,672,588,1423,2,11,1922,1994
1441,149300,6,848,2,420,848,848,1,3,2004,2004
1442,310000,10,2007,3,812,1017,1026,2,10,2008,2008
1443,121000,6,952,1,192,952,952,1,4,1916,1950
1444,179600,7,1422,2,626,1422,1422,2,7,2004,2004
1445,129000,6,913,1,240,814,913,1,6,1966,1966
1446,157900,5,1188,1,312,1188,1188,1,6,1962,1962
1447,240000,8,2090,2,556,1220,1220,2,8,1995,1996
1448,112000,4,1346,1,384,560,796,1,6,1910,2000
1449,92000,5,630,0,0,630,630,1,3,1970,1970
1450,136000,5,1792,0,0,896,896,2,8,1974,1974
1451,287090,8,1578,3,840,1573,1578,2,7,2008,2009
1452,145000,5,1072,2,525,547,1072,1,5,2005,2005
1453,84500,5,1140,0,0,1140,1140,1,6,2006,2006
1454,185000,7,1221,2,400,1221,1221,2,6,2004,2005
1455,175000,6,1647,2,460,953,953,2,7,1999,2000
1456,210000,6,2073,2,500,1542,2073,2,7,1978,1988
1457,266500,7,2340,1,252,1152,1188,2,9,1941,2006
1458,142125,5,1078,1,240,1078,1078,1,5,1950,1996
1459,147500,5,1256,1,276,1256,1256,1,6,1965,1965
