,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1179,1180,20,1,77.0,8335,1,1,1,1,3,1,16,1,1,1,2,5,5,1954,1954,1,1,3,6,2,0.0,2,1,5,4,3,5,6,0,3,0,0,0,1,2,1,1,1124,0,0,1124,0,0,1,0,3,1,2,5,4,1,5,1978.5061638868744,4,0,0,4,3,2,0,36,190,0,0,0,0,4,2006,1,1,93000
1180,1181,60,1,1978.5061638868744,11170,1,3,1,1,3,1,17,1,1,1,1,7,5,1990,1991,1,1,2,2,2,0.0,2,1,4,1,1,1,7,1216,1,0,0,1216,1,1,1,1,1298,1216,0,2514,0,0,2,1,4,1,2,8,1,0,1,1990.0,3,2,693,1,1,1,0,0,0,0,0,0,0,4,2006,1,1,250000
1181,1182,120,2,64.0,5587,1,2,4,1,1,2,3,1,1,4,2,8,5,2008,2008,2,1,7,7,3,186.0,3,1,1,3,1,2,1,1480,1,0,120,1600,1,1,1,1,1652,0,0,1652,1,1,2,0,2,1,1,5,1,1,1,2008.0,3,2,482,1,1,1,162,53,0,153,0,0,0,11,2008,2,3,392500
1182,1183,60,1,160.0,15623,1,2,1,1,3,1,4,1,1,1,1,10,5,1996,1996,2,1,3,12,2,0.0,1,1,1,3,1,4,1,2096,1,0,300,2396,1,1,1,1,2411,2065,0,4476,1,0,3,1,4,1,3,10,1,2,1,1996.0,3,3,813,1,1,1,171,78,0,0,0,555,0,7,2007,1,2,745000
1183,1184,30,1,60.0,10800,1,1,1,1,1,1,8,1,1,1,2,5,6,1920,1950,2,1,10,9,2,0.0,2,1,3,2,1,1,4,821,1,0,299,1120,1,1,1,1,1130,0,0,1130,1,0,1,0,2,1,2,5,1,1,2,1970.0,2,2,720,1,1,1,229,0,0,0,0,0,0,6,2006,1,1,120000
1184,1185,20,1,50.0,35133,2,1,1,1,1,2,17,1,1,1,2,5,4,1963,1963,2,1,2,2,1,226.0,2,1,2,2,1,2,4,1159,1,0,413,1572,1,2,1,1,1572,0,0,1572,1,0,1,1,3,1,2,5,1,2,7,1963.0,1,3,995,1,1,1,0,263,0,0,263,0,0,5,2007,1,1,186700
1185,1186,50,1,60.0,9738,1,1,1,1,1,1,16,1,1,1,3,5,7,1924,1950,1,1,9,10,2,0.0,2,2,3,2,1,1,5,392,1,0,392,784,1,2,1,1,949,272,0,1221,1,0,1,0,4,1,2,7,1,0,1,1965.0,2,1,392,1,1,1,0,0,236,0,0,0,0,3,2006,1,1,104900
1186,1187,190,1,107.0,10615,1,2,2,1,3,2,8,4,2,2,1,3,5,1900,1970,1,1,4,4,2,0.0,2,1,2,5,1,3,5,440,1,0,538,978,1,3,1,1,1014,685,0,1699,1,0,2,0,3,2,2,7,1,0,4,1920.0,2,2,420,2,2,1,0,74,0,0,0,0,0,8,2009,1,2,95000
1187,1188,20,1,89.0,12461,1,1,1,1,3,1,4,1,1,1,2,8,5,1994,1995,1,1,14,12,2,0.0,1,1,1,1,1,1,1,1456,1,0,168,1624,1,1,1,1,1624,0,0,1624,1,0,2,0,2,1,1,5,1,1,1,1994.0,1,3,757,1,1,1,0,114,192,0,0,0,0,7,2006,1,1,262000
1188,1189,60,1,68.0,8935,1,2,1,1,1,1,1,1,1,1,1,7,5,2002,2002,1,1,1,1,1,95.0,1,1,1,1,1,1,3,0,1,0,831,831,1,1,1,1,831,829,0,1660,0,0,2,1,3,1,1,7,1,0,1,2002.0,1,2,493,1,1,1,144,68,0,0,0,0,0,7,2009,1,1,195000
1189,1190,60,1,60.0,7500,1,1,1,1,1,1,18,1,1,1,1,7,5,1999,1999,1,1,1,1,2,0.0,2,1,1,2,1,1,3,0,1,0,994,994,1,2,1,1,1028,776,0,1804,0,0,2,1,3,1,1,7,1,1,1,1999.0,3,2,442,1,1,1,140,60,0,0,0,0,0,6,2010,1,1,189000
1190,1191,190,1,1978.5061638868744,32463,1,1,3,1,1,2,5,1,1,2,2,4,4,1961,1975,1,1,2,2,3,149.0,2,2,2,2,1,4,5,1159,1,0,90,1249,1,1,1,1,1622,0,0,1622,1,0,1,0,3,1,2,7,1,1,7,1975.0,3,4,1356,1,1,1,439,0,0,0,0,0,0,3,2007,1,1,168000
1191,1192,160,4,24.0,2645,1,1,1,1,1,1,6,1,1,5,1,8,5,1999,2000,1,1,2,2,1,456.0,1,1,1,1,1,1,3,0,1,0,776,776,1,1,1,1,764,677,0,1441,0,0,2,1,2,1,1,5,1,0,2,1999.0,2,2,492,1,1,1,206,0,0,0,0,0,0,11,2007,1,1,174000
1192,1193,50,2,60.0,9600,1,1,1,1,1,1,8,1,1,1,3,5,8,1925,1994,3,1,1,1,2,0.0,2,1,1,2,1,3,3,0,1,0,702,702,1,2,1,1,842,630,0,1472,0,0,1,0,3,1,1,6,1,0,2,1925.0,2,1,250,1,2,3,0,0,84,0,0,0,0,7,2007,1,1,125000
1193,1194,120,2,1978.5061638868744,4500,1,1,1,1,2,1,5,1,1,4,2,6,5,1999,1999,2,1,1,1,1,425.0,2,1,1,3,1,1,1,883,1,0,341,1224,1,1,1,1,1224,0,0,1224,1,0,2,0,2,1,2,5,1,0,1,1999.0,3,2,402,1,1,1,0,304,0,0,0,0,0,6,2009,1,1,165000
1194,1195,60,1,80.0,9364,1,1,1,1,3,1,10,1,1,1,1,6,7,1969,1969,1,1,4,4,3,143.0,2,1,2,2,1,1,2,371,1,0,292,663,1,3,1,1,663,689,0,1352,0,0,1,1,4,1,2,7,1,0,1,1969.0,3,1,299,1,1,1,379,36,0,0,0,0,0,3,2010,1,1,158000
1195,1196,60,1,51.0,8029,1,2,1,1,1,1,18,1,1,1,1,6,5,2005,2005,1,1,1,1,2,0.0,2,1,1,1,1,1,3,0,1,0,728,728,1,1,1,1,728,728,0,1456,0,0,2,1,3,1,1,8,1,0,1,2005.0,3,2,400,1,1,1,100,24,0,0,0,0,0,7,2008,1,1,176000
1196,1197,60,1,58.0,14054,1,2,1,1,1,1,18,1,1,1,1,7,5,2006,2006,1,1,1,1,2,0.0,1,1,1,1,1,4,3,0,1,0,879,879,1,1,1,1,879,984,0,1863,0,0,2,1,4,1,1,9,1,1,3,2006.0,3,3,660,1,1,1,100,17,0,0,0,0,0,11,2006,2,3,219210
1197,1198,75,2,65.0,8850,1,2,2,1,3,1,8,1,1,1,7,7,6,1916,1950,1,1,2,2,2,0.0,2,1,3,2,1,1,3,0,1,0,815,815,1,1,1,1,815,875,0,1690,0,0,1,0,3,1,2,7,1,1,2,1916.0,2,1,225,1,1,1,0,0,330,0,0,0,0,7,2006,7,1,144000
1198,1199,20,1,70.0,9100,1,1,1,1,1,1,1,1,1,1,2,7,5,2001,2001,1,1,1,1,2,0.0,1,1,1,1,1,1,3,0,1,0,1212,1212,1,1,1,1,1212,0,0,1212,0,0,2,0,3,1,1,6,1,0,1,2001.0,1,2,573,1,1,1,356,0,0,0,0,0,0,6,2009,1,1,178000
1199,1200,20,1,75.0,11235,1,1,1,1,1,1,10,1,1,1,2,4,5,1963,1979,1,1,4,4,1,51.0,2,1,2,2,1,1,4,547,1,0,504,1051,1,2,1,1,1382,0,0,1382,0,0,1,1,3,1,2,6,1,1,1,1974.0,2,2,459,1,1,1,0,82,0,0,0,0,0,10,2006,1,1,148000
1200,1201,20,1,71.0,9353,1,1,1,1,1,1,12,1,1,1,2,4,5,1970,1970,1,1,2,2,2,0.0,2,1,2,2,1,1,3,0,1,0,864,864,1,2,1,1,864,0,0,864,0,0,1,0,3,1,2,5,1,0,1,1972.0,2,1,280,1,1,1,0,0,0,0,0,0,0,7,2006,9,2,116050
1201,1202,60,1,80.0,10400,1,1,1,1,3,1,1,1,1,1,1,7,5,1998,1998,1,1,1,1,2,0.0,2,1,1,1,1,4,3,0,1,0,866,866,1,1,1,1,866,913,0,1779,0,0,2,1,3,1,1,6,1,0,1,1998.0,1,2,546,1,1,1,198,36,0,0,0,0,0,3,2009,1,1,197900
1202,1203,50,2,50.0,6000,1,1,1,1,3,1,9,1,1,1,3,5,8,1925,1997,1,1,3,6,2,0.0,2,1,3,2,1,1,3,0,1,0,884,884,1,1,1,1,884,464,0,1348,1,0,1,0,3,1,2,5,1,1,2,1960.0,2,1,216,1,1,2,0,0,208,0,0,0,0,5,2009,1,1,117000
1203,1204,20,1,75.0,9750,1,1,1,1,1,1,1,1,1,1,2,7,5,2000,2001,1,1,1,1,1,171.0,1,1,1,1,1,1,3,0,1,0,1630,1630,1,1,1,1,1630,0,0,1630,0,0,2,0,3,1,1,6,1,1,1,2000.0,2,2,451,1,1,1,74,234,0,0,0,0,0,10,2009,1,1,213000
1204,1205,20,1,78.0,10140,1,1,1,1,1,1,7,1,1,1,2,5,6,1975,1975,1,1,4,4,2,0.0,2,1,2,1,1,1,2,788,1,0,268,1056,1,1,1,1,1074,0,0,1074,1,0,1,1,3,1,2,6,1,0,1,1975.0,1,2,495,1,1,1,0,88,0,0,0,0,0,7,2006,1,1,153500
1205,1206,20,1,90.0,14684,1,2,1,1,4,1,13,1,1,1,2,7,7,1990,1991,2,1,4,4,1,234.0,1,1,2,1,1,3,2,485,2,177,1496,2158,1,2,1,1,2196,0,0,2196,0,0,2,0,3,1,1,7,1,1,1,1990.0,1,3,701,1,1,1,84,70,0,0,0,0,0,6,2009,1,1,271900
1206,1207,20,5,1978.5061638868744,8900,1,1,1,1,1,1,13,1,1,1,2,4,4,1966,1966,1,1,4,4,2,0.0,2,1,2,2,1,1,4,1056,1,0,0,1056,1,3,1,1,1056,0,0,1056,1,0,1,0,2,1,2,5,1,0,2,1966.0,2,1,384,1,1,1,0,42,0,0,0,0,0,11,2006,1,1,107000
1207,1208,20,1,70.0,9135,1,1,1,1,1,1,1,1,1,1,2,6,5,2003,2003,1,1,1,1,1,120.0,1,1,1,1,1,4,1,340,1,0,1342,1682,1,1,1,1,1700,0,0,1700,1,0,2,0,3,1,1,7,1,0,1,2003.0,1,2,544,1,1,1,192,23,0,0,0,0,0,5,2006,1,1,200000
1208,1209,20,1,70.0,7763,1,1,1,1,1,1,12,1,1,1,2,5,7,1962,1980,1,1,2,2,2,0.0,2,2,2,2,1,1,4,504,2,108,319,931,1,3,1,1,1283,0,0,1283,1,0,1,0,3,1,2,6,1,0,2,1980.0,2,2,506,1,1,1,0,0,0,0,0,0,0,10,2008,1,1,140000
1209,1210,20,1,85.0,10182,1,2,1,1,4,1,6,6,1,1,2,8,5,2006,2006,2,1,1,1,3,420.0,1,1,1,3,1,3,1,1220,1,0,440,1660,1,1,1,1,1660,0,0,1660,1,0,2,0,3,1,1,8,1,1,1,2006.0,1,2,500,1,1,1,322,50,0,0,0,0,0,5,2006,2,3,290000
1210,1211,60,1,70.0,11218,1,1,1,1,1,1,13,1,1,1,1,6,5,1992,1992,1,1,3,6,2,0.0,1,1,1,1,1,1,3,0,1,0,1055,1055,1,1,1,1,1055,790,0,1845,0,0,2,1,3,1,1,8,1,1,1,1992.0,1,2,462,1,1,1,635,104,0,0,0,0,400,5,2010,1,1,189000
1211,1212,50,1,152.0,12134,1,2,2,1,1,2,18,1,1,1,3,8,7,1988,2005,1,1,3,6,2,0.0,1,1,4,1,1,4,1,427,1,0,132,559,1,2,1,1,1080,672,0,1752,0,0,2,0,4,1,2,8,1,0,6,1988.0,1,2,492,1,1,1,325,12,0,0,0,0,0,6,2010,1,1,164000
1212,1213,30,1,50.0,9340,1,1,1,1,1,1,16,1,1,1,2,4,6,1941,1950,2,1,2,2,2,0.0,2,1,2,2,1,1,4,344,1,0,328,672,1,3,1,1,672,0,0,672,1,0,1,0,2,1,2,4,1,0,1,1941.0,2,1,234,1,1,2,0,113,0,0,0,0,0,8,2009,1,1,113000
1213,1214,80,1,1978.5061638868744,10246,1,2,1,1,4,1,10,1,1,1,6,4,9,1965,2001,1,1,1,1,2,0.0,2,2,2,2,2,4,1,648,1,0,0,648,1,1,1,1,960,0,0,960,1,1,0,0,0,1,2,3,1,0,1,1965.0,2,1,364,1,1,1,88,0,0,0,0,0,0,5,2006,1,1,145000
1214,1215,85,1,69.0,10205,1,2,1,1,1,1,12,1,1,1,5,5,5,1962,1962,1,1,2,2,2,0.0,2,1,2,2,1,4,5,784,1,0,141,925,1,3,1,1,999,0,0,999,1,0,1,0,3,1,2,6,1,0,1,1962.0,2,1,300,1,1,1,150,72,0,0,0,0,0,5,2006,1,1,134500
1215,1216,20,1,99.0,7094,1,2,1,1,1,1,10,1,1,1,2,5,5,1966,1966,1,1,1,1,2,0.0,2,1,2,2,1,1,4,180,6,374,340,894,1,3,1,1,894,0,0,894,0,0,1,0,3,1,2,5,1,0,2,1966.0,1,1,384,1,1,1,0,0,0,0,0,0,0,5,2007,1,1,125000
1216,1217,90,2,68.0,8930,1,1,1,1,1,1,10,5,1,3,3,6,5,1978,1978,1,1,1,1,2,0.0,2,1,5,4,3,5,6,0,3,0,0,0,1,3,1,1,1318,584,0,1902,0,0,2,0,4,2,2,8,1,0,1,1978.0,2,2,539,1,1,1,0,0,0,0,0,0,0,4,2010,1,1,112000
1217,1218,20,4,72.0,8640,1,1,1,1,1,1,6,1,1,1,2,8,5,2009,2009,1,1,7,7,3,72.0,1,1,1,1,1,3,1,936,1,0,364,1300,1,1,1,1,1314,0,0,1314,1,0,2,0,3,1,1,6,1,0,1,2009.0,1,2,552,1,1,1,135,112,0,0,0,0,0,9,2009,2,3,229456
1218,1219,50,2,52.0,6240,1,1,1,1,1,1,9,1,1,1,3,4,5,1947,1950,1,1,9,10,2,0.0,2,1,5,4,3,5,6,0,3,0,0,0,1,2,2,1,672,240,0,912,0,0,1,0,2,1,2,3,1,0,5,1978.5061638868744,4,0,0,4,3,2,0,0,0,0,0,0,0,7,2006,1,1,80500
1219,1220,160,2,21.0,1680,1,1,1,1,1,1,23,1,1,5,1,6,5,1971,1971,1,1,7,7,1,236.0,2,1,2,2,1,1,3,0,1,0,672,672,1,3,1,1,672,546,0,1218,0,0,1,1,3,1,2,7,1,0,5,1978.5061638868744,4,0,0,4,3,2,201,0,0,0,0,0,0,4,2006,1,2,91500
1220,1221,20,1,66.0,7800,1,2,1,1,1,1,12,1,1,1,2,5,5,1964,1964,1,1,3,6,2,0.0,2,1,2,2,1,1,4,312,6,600,0,912,1,3,1,1,912,0,0,912,0,0,1,0,2,1,2,5,1,0,1,1964.0,2,1,288,1,1,1,0,0,0,0,0,0,0,11,2006,1,2,115000
1221,1222,20,1,55.0,8250,1,1,1,1,1,1,10,2,1,1,2,5,5,1968,1968,2,1,4,4,2,0.0,2,1,2,2,1,1,5,250,6,492,210,952,1,1,1,1,1211,0,0,1211,0,0,1,0,3,1,2,5,1,1,1,1968.0,2,1,322,1,1,1,0,63,0,0,0,0,0,8,2008,1,1,134000
1222,1223,50,1,78.0,10496,1,1,1,1,1,1,12,4,1,1,3,6,6,1949,1950,1,1,3,6,1,320.0,2,1,2,2,1,3,4,196,1,0,844,1040,1,1,1,1,1168,678,0,1846,0,0,2,0,3,1,2,7,1,1,1,1949.0,2,1,315,1,1,1,0,0,0,0,0,0,0,1,2007,1,1,143000
1223,1224,20,1,89.0,10680,1,1,1,1,1,1,12,1,1,1,2,5,3,1951,1951,2,1,3,6,1,44.0,2,1,2,2,4,1,7,756,1,0,1380,2136,1,3,2,3,2136,0,0,2136,0,0,2,0,4,1,2,7,5,0,2,1951.0,2,2,528,1,1,1,0,30,0,0,0,0,0,10,2006,1,1,137900
1224,1225,60,1,60.0,15384,1,2,1,1,1,1,18,7,1,1,1,7,5,2004,2005,1,1,1,1,2,0.0,1,1,1,1,1,4,1,724,1,0,64,788,1,1,1,1,788,702,0,1490,1,0,2,1,3,1,1,8,1,1,1,2004.0,3,2,388,1,1,1,100,75,0,0,0,0,0,2,2008,1,1,184000
1225,1226,80,1,65.0,10482,1,1,1,1,1,1,12,1,1,1,6,6,8,1958,1958,2,1,1,1,1,63.0,2,2,2,2,1,4,1,507,1,0,81,588,1,1,1,1,1138,0,0,1138,0,1,1,0,3,1,2,6,1,0,1,1958.0,1,1,264,1,1,1,224,0,0,0,0,0,0,6,2007,1,1,145000
1226,1227,60,1,86.0,14598,1,2,1,1,4,1,6,2,1,1,1,6,5,2007,2007,1,1,1,1,3,74.0,1,1,1,1,1,3,3,0,1,0,894,894,1,1,1,1,894,1039,0,1933,0,0,2,1,4,1,1,9,1,1,3,2007.0,3,3,668,1,1,1,100,18,0,0,0,0,0,1,2008,1,1,214000
1227,1228,20,1,72.0,8872,1,1,1,1,3,1,12,1,1,1,2,5,8,1965,2008,1,1,1,1,1,300.0,2,1,2,2,1,1,2,595,1,0,317,912,1,1,1,1,912,0,0,912,1,0,1,0,2,1,1,5,1,0,2,1992.0,2,2,576,1,1,1,0,240,0,0,0,0,0,12,2008,1,1,147000
1228,1229,120,1,65.0,8769,1,1,1,1,3,1,11,1,1,4,2,9,5,2008,2008,2,1,2,2,1,766.0,3,1,1,3,1,1,1,1540,1,0,162,1702,1,1,1,1,1702,0,0,1702,1,0,1,1,1,1,3,7,1,1,1,2008.0,3,3,1052,1,1,1,0,72,0,0,224,0,0,10,2008,2,3,367294
1229,1230,80,1,70.0,7910,1,1,1,1,1,1,12,1,1,1,6,5,5,1960,1960,2,1,5,4,2,0.0,2,1,2,2,1,1,2,666,1,0,409,1075,1,2,1,1,1507,0,0,1507,0,0,2,0,4,1,2,7,3,0,6,1960.0,2,1,404,1,1,1,0,0,0,0,0,0,0,8,2008,1,1,127000
1230,1231,90,1,1978.5061638868744,18890,1,2,1,1,1,1,10,2,8,3,3,5,5,1977,1977,6,1,8,5,2,1.0,2,1,2,1,1,1,1,498,5,211,652,1361,1,1,1,1,1361,1259,0,2620,0,0,2,2,4,2,2,12,1,1,3,1977.0,1,2,600,1,1,2,155,24,145,0,0,0,8300,8,2007,1,1,190000
1231,1232,90,1,70.0,7728,1,1,1,1,1,1,12,1,1,3,6,5,6,1962,1962,2,1,3,6,1,120.0,2,1,2,2,1,4,2,803,1,0,303,1106,1,3,1,1,1190,0,0,1190,1,0,1,0,3,1,2,6,1,0,1,1962.0,2,2,540,1,1,1,0,18,0,0,0,0,0,5,2006,1,1,132500
1232,1233,90,1,70.0,9842,1,1,1,1,2,1,12,1,1,3,2,4,5,1962,1962,1,1,4,4,2,0.0,2,1,5,4,3,5,6,0,3,0,0,0,1,3,1,1,1224,0,0,1224,0,0,2,0,2,2,2,6,1,0,4,1962.0,2,2,462,1,1,1,0,0,0,0,0,0,0,3,2007,1,1,101800
1233,1234,20,1,1978.5061638868744,12160,1,2,1,1,1,1,12,1,1,1,2,5,5,1959,1959,2,1,8,5,1,180.0,2,1,2,2,1,1,4,1000,1,0,188,1188,1,4,1,1,1188,0,0,1188,1,0,1,0,3,1,2,6,1,0,1,1959.0,1,2,531,1,1,1,0,0,0,0,0,0,0,5,2010,3,2,142000
1234,1235,70,5,55.0,8525,1,1,2,1,1,1,24,1,1,1,1,5,6,1911,1950,1,1,2,2,2,0.0,2,1,1,2,1,4,3,0,1,0,940,940,1,3,2,3,1024,940,0,1964,0,0,1,1,4,1,2,7,1,0,5,1978.5061638868744,4,0,0,4,3,2,0,192,0,0,0,0,0,11,2008,1,2,130000
1235,1236,70,1,96.0,13132,1,1,1,1,1,1,3,1,1,1,1,5,5,1914,1950,1,1,3,6,2,0.0,2,1,3,1,1,3,3,0,1,0,747,747,1,2,1,2,892,892,0,1784,0,0,1,1,4,1,2,9,1,0,2,1914.0,2,1,180,2,2,2,203,40,0,0,0,0,0,7,2006,1,1,138887
1236,1237,160,1,36.0,2628,1,1,1,1,1,1,11,1,1,5,1,7,5,2003,2003,1,1,1,3,3,106.0,1,1,1,1,1,1,3,0,1,0,764,764,1,1,1,1,764,862,0,1626,0,0,2,1,2,1,1,6,1,0,3,2003.0,1,2,474,1,1,1,0,27,0,0,0,0,0,6,2010,1,1,175500
1237,1238,60,1,41.0,12393,1,3,1,1,2,1,1,1,1,1,1,7,5,2004,2005,1,1,1,1,2,0.0,1,1,1,1,1,1,3,0,1,0,847,847,1,1,1,1,847,1101,0,1948,0,0,2,1,4,1,1,8,1,1,3,2004.0,3,2,434,1,1,1,100,48,0,0,0,0,0,9,2006,1,1,195000
1238,1239,20,1,63.0,13072,1,1,1,1,1,1,13,5,1,1,2,6,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,1,1,3,0,1,0,1141,1141,1,1,1,1,1141,0,0,1141,0,0,1,1,3,1,2,6,1,0,2,2005.0,2,2,484,1,1,1,0,0,0,0,0,0,0,3,2006,1,2,142500
1239,1240,20,1,64.0,9037,1,2,4,1,1,1,17,1,1,1,2,8,5,2006,2006,2,1,1,1,1,32.0,1,1,1,1,1,4,1,428,1,0,1048,1476,1,1,1,1,1484,0,0,1484,0,0,2,0,2,1,3,6,1,1,1,2006.0,1,2,472,1,1,1,120,33,0,0,0,0,0,12,2007,1,1,265900
1240,1241,60,1,65.0,8158,1,1,1,1,1,1,1,1,1,1,1,7,5,2003,2003,1,1,1,1,1,252.0,1,1,1,1,1,1,1,550,1,0,334,884,1,1,1,1,884,884,0,1768,1,0,2,1,3,1,1,8,1,0,1,2003.0,1,2,543,1,1,1,0,63,0,0,0,0,0,7,2008,1,1,224900
1241,1242,20,1,83.0,9849,1,1,1,1,1,1,6,1,1,1,2,7,6,2007,2007,2,1,1,1,3,0.0,1,1,1,1,1,4,3,0,1,0,1689,1689,1,1,1,1,1689,0,0,1689,0,0,2,0,3,1,1,7,1,0,1,2007.0,1,3,954,1,1,1,0,56,0,0,0,0,0,6,2007,2,3,248328
1242,1243,85,1,85.0,10625,1,1,1,1,1,1,7,1,1,1,5,7,6,1974,1974,1,1,8,5,1,81.0,2,1,2,1,1,2,1,885,6,168,0,1053,1,3,1,1,1173,0,0,1173,1,0,2,0,3,1,1,6,1,2,1,1974.0,1,2,528,1,1,1,0,120,0,0,0,0,0,1,2010,1,6,170000
1243,1244,20,1,107.0,13891,1,1,1,1,1,1,11,1,1,1,2,10,5,2006,2006,1,1,1,1,5,103.68526170798899,3,1,1,3,2,2,1,1386,1,0,690,2076,1,1,1,1,2076,0,0,2076,1,0,2,1,2,1,3,7,1,1,1,2006.0,3,3,850,1,1,1,216,229,0,0,0,0,0,9,2006,2,3,465000
1244,1245,70,1,1978.5061638868744,11435,1,2,4,1,3,2,3,1,1,1,1,8,7,1929,1950,1,1,5,9,2,0.0,2,1,1,1,1,1,3,0,1,0,792,792,1,4,1,1,792,725,0,1517,0,0,1,0,3,1,1,7,1,2,2,1931.0,2,2,400,1,1,1,0,0,0,0,0,0,0,6,2006,1,1,230000
1245,1246,80,1,78.0,12090,1,1,1,1,1,1,7,1,1,1,6,6,7,1984,2003,2,1,1,1,1,74.0,2,1,2,1,1,1,3,0,1,0,585,585,1,1,1,1,1140,728,0,1868,0,0,3,1,3,1,2,7,1,1,3,1984.0,3,2,477,1,1,1,268,112,0,0,147,0,0,1,2007,1,2,178000
1246,1247,60,4,65.0,8125,1,1,1,1,1,1,6,1,1,1,1,7,5,2005,2006,1,1,1,1,2,0.0,1,1,1,1,1,1,3,0,1,0,756,756,1,1,1,1,756,797,0,1553,0,0,2,1,3,1,1,6,1,0,1,2005.0,1,2,615,1,1,1,0,45,0,0,0,0,0,3,2006,2,3,186500
1247,1248,80,1,1978.5061638868744,12328,1,2,1,1,1,1,5,1,1,1,6,6,5,1976,1976,1,1,4,4,1,335.0,2,1,2,2,1,4,1,539,1,0,473,1012,1,3,1,1,1034,0,0,1034,1,0,1,0,3,1,2,6,1,0,1,1976.0,2,3,888,1,1,1,0,0,0,0,0,0,0,5,2010,1,1,169900
1248,1249,75,2,60.0,9600,1,1,1,1,1,1,8,1,1,1,7,6,5,1917,1950,1,1,9,10,2,0.0,2,1,3,1,1,1,4,319,1,0,416,735,5,4,2,1,1134,924,0,2058,0,0,1,1,3,1,2,8,1,1,2,1950.0,2,2,396,2,2,3,0,0,259,0,0,0,0,4,2008,1,1,129500
1249,1250,20,1,60.0,7200,1,1,1,1,1,1,12,1,1,1,2,5,7,1950,1950,1,1,2,2,2,0.0,2,1,2,2,1,1,5,534,5,96,246,876,1,3,1,1,988,0,0,988,0,0,1,0,3,1,2,6,1,0,1,1950.0,2,1,276,1,1,1,0,80,0,0,0,0,0,5,2007,1,1,119000
1250,1251,20,1,93.0,11160,1,1,1,1,3,1,12,1,1,1,2,7,5,1968,1968,2,1,5,8,2,0.0,1,1,2,2,1,1,2,1065,1,0,1045,2110,1,1,1,1,2110,0,0,2110,1,0,2,1,3,1,3,8,1,2,1,1968.0,3,2,522,1,1,1,0,0,0,0,0,0,0,4,2010,1,1,244000
1251,1252,120,1,1978.5061638868744,3136,1,2,1,1,3,1,11,1,1,4,2,7,5,2003,2003,1,1,1,3,3,163.0,1,1,1,1,1,1,3,0,1,0,1405,1405,1,1,1,1,1405,0,0,1405,0,0,2,0,2,1,1,6,1,1,1,2003.0,1,2,478,1,1,1,148,36,0,0,0,0,0,3,2006,1,1,171750
1252,1253,20,1,62.0,9858,1,1,1,1,1,1,5,1,1,1,2,5,6,1968,1968,1,1,4,4,2,0.0,2,1,2,2,1,1,5,510,1,0,354,864,1,3,1,1,874,0,0,874,1,0,1,0,3,1,2,5,1,0,1,1968.0,1,1,288,1,1,1,33,0,0,0,0,0,600,11,2009,1,1,130000
1253,1254,60,1,1978.5061638868744,17542,1,2,1,1,1,1,2,1,1,1,1,7,7,1974,2003,1,1,3,6,2,0.0,1,1,2,2,1,2,7,125,4,1031,36,1192,1,3,1,1,1516,651,0,2167,1,0,2,1,3,1,1,9,1,2,1,1974.0,1,2,518,1,1,1,220,47,0,0,0,0,0,7,2007,1,1,294000
1254,1255,60,1,60.0,6931,1,1,1,1,1,1,16,1,1,1,1,7,5,2003,2004,1,1,1,1,3,92.0,1,1,1,1,1,1,3,0,1,0,746,746,1,1,1,1,760,896,0,1656,0,0,2,1,3,1,1,7,1,1,3,2003.0,3,2,397,1,1,1,178,128,0,0,0,0,0,7,2008,1,1,165400
1255,1256,50,2,52.0,6240,1,1,1,1,1,1,9,1,1,1,3,6,6,1931,1950,1,1,3,6,2,0.0,2,1,3,2,4,1,7,425,1,0,459,884,1,3,1,3,959,408,0,1367,0,0,1,0,3,1,2,6,1,1,2,1978.0,2,1,560,1,1,1,0,0,0,0,120,0,0,11,2007,1,1,127500
1256,1257,20,1,91.0,14303,1,2,1,1,3,1,4,1,1,1,2,8,5,1994,1994,2,1,4,4,1,554.0,1,1,1,1,1,2,1,1314,1,0,672,1986,1,1,1,1,1987,0,0,1987,1,0,2,0,2,1,1,7,1,1,1,1994.0,3,2,691,1,1,1,262,36,0,0,0,0,0,8,2008,1,1,301500
